"id","parent_id","code","name","enabled","dest"
797,747,"33.160.30","Audio systems",1,"Including tape recorders, records, magnetic tapes, cassettes, CDs, etc."
798,747,"33.160.40","Video systems",1,"Including video tape recorders, cameras, cassettes, laser disks, etc."
799,747,"33.160.50","Accessories",1,"Including headphones, loudspeakers, microphones, etc."
800,747,"33.160.60","Multimedia systems and teleconferencing equipment",1,
801,747,"33.160.99","Other audio, video and audiovisual equipment",1,
804,749,"33.180.01","Fibre optic systems in general",1,
805,749,"33.180.10","Fibres and cables",1,
806,749,"33.180.20","Fibre optic interconnecting devices",1,
807,749,"33.180.30","Optic amplifiers",1,
808,749,"33.180.99","Other fibre optic equipment",1,
810,15,"35.020","Information technology (IT) in general",1,"Including general aspects of IT equipment"
811,15,"35.040","Information coding",1,"Including coding of audio, picture, multimedia and hypermedia information, bar coding, etc. 
IT security techniques, see 35.030"
812,15,"35.060","Languages used in information technology",1,
813,15,"35.080","Software",1,"Including software development, documentation and use 
Internet applications, see 35.240.95"
814,15,"35.100","Open systems interconnection (OSI)",1,
815,15,"35.110","Networking",1,"Including local area networks (LAN), metropolitan area networks (MAN), wide area networks (WAN), etc. 
Private Integrated Services Network (PISN), see 33.040.35 
Integrated Services Digital Network (ISDN), see 33.080"
816,15,"35.140","Computer graphics",1,
817,15,"35.160","Microprocessor systems",1,"Including PCs, calculators, etc.
Integrated circuits, see 31.200"
818,15,"35.180","IT terminal and other peripheral equipment",1,"Including modems"
819,15,"35.200","Interface and interconnection equipment",1,
820,15,"35.220","Data storage devices",1,
821,15,"35.240","Applications of information technology",1,
822,15,"35.260","Office machines",1,"Including typewriters, dictation equipment, addressing machines, letter opening machines, letter folding machines, postal franking machines, their ribbons and other accessories, etc. 
Telephones, see 33.050.10 
Telex and telefax, see 33.050.30 
Copying machines, see 37.100.10 
Wrapping and packaging equipment, see 55.200 
Paper based stationery, see 85.080 
Office furniture, see 97.140 
Non-paper based stationery, see 97.180"
828,814,"35.100.01","Open systems interconnection in general",1,
829,814,"35.100.05","Multilayer applications",1,"Including International Standardized Profiles"
830,814,"35.100.10","Physical layer",1,
831,814,"35.100.20","Data link layer",1,
832,814,"35.100.30","Network layer",1,
833,814,"35.100.40","Transport layer",1,
834,814,"35.100.50","Session layer",1,
835,814,"35.100.60","Presentation layer",1,
836,814,"35.100.70","Application layer",1,
843,820,"35.220.01","Data storage devices in general",1,
844,820,"35.220.10","Paper cards and tapes",1,
845,820,"35.220.20","Magnetic storage devices in general",1,
846,820,"35.220.21","Magnetic disks",1,"Including flexible disks, diskettes, disk packs, disk cartridges, etc."
847,820,"35.220.22","Magnetic tapes",1,
848,820,"35.220.23","Cassettes and cartridges for magnetic tapes",1,
849,820,"35.220.30","Optical storage devices",1,"Including CD and magneto-optical devices (MO)"
850,820,"35.220.99","Other data storage devices",1,
852,821,"35.240.01","Application of information technology in general",1,
853,821,"35.240.10","Computer-aided design (CAD)",1,
854,821,"35.240.15","Identification cards. Chip cards. Biometrics",1,"Including application of cards for banking, trade, telecommunications, transport, etc."
855,821,"35.240.20","IT applications in office work",1,"Including text processing systems, text communication, text presentation, Office Document Architecture (ODA), etc."
856,821,"35.240.30","IT applications in information, documentation and publishing",1,"Including Standard Generalized Markup Language (SGML), Extensible Markup Language (XML), automatic translation machines, etc."
857,821,"35.240.40","IT applications in banking",1,"Including automatic banking facilities 
Identification cards for banking purposes, see 35.240.15"
858,821,"35.240.50","IT applications in industry",1,"Including design automation"
859,821,"35.240.60","IT applications in transport",1,
860,821,"35.240.70","IT applications in science",1,"Including digital geographic information"
861,821,"35.240.80","IT applications in health care technology",1,"Including computer tomography"
862,821,"35.240.99","IT applications in other fields",1,
864,16,"37.020","Optical equipment",1,"Including microscopes, telescopes, binoculars, optical materials, optical components and optical systems 
Ophthalmic equipment, see 11.040.70 
Optical measuring instruments, see 17.180.30 
Photographic equipment lenses, see 37.040.10"
865,16,"37.040","Photography",1,"Photographic studios, see 97.200.10"
866,16,"37.060","Cinematography",1,"Cinematographic studios, see 97.200.10"
867,16,"37.080","Document imaging applications",1,"Including micrographic, electronic and optical applications 
Optical storage devices, see 35.220.30"
868,16,"37.100","Graphic technology",1,
871,865,"37.040.01","Photography in general",1,
872,865,"37.040.10","Photographic equipment. Projectors",1,
873,865,"37.040.20","Photographic paper, films and plates. Cartridges",1,
874,865,"37.040.25","Radiographic films",1,"Including dental, medical and industrial radiographic films"
875,865,"37.040.30","Photographic chemicals",1,
876,865,"37.040.99","Other standards related to photography",1,
878,866,"37.060.01","Cinematography in general",1,
879,866,"37.060.10","Motion picture equipment",1,
880,866,"37.060.20","Motion picture films. Cartridges",1,
881,866,"37.060.99","Other standards related to cinematography",1,
884,868,"37.100.01","Graphic technology in general",1,"Including proof corrections"
885,868,"37.100.10","Reproduction equipment",1,"Including printing, copying and duplicating machines, bookbinding equipment, etc."
886,868,"37.100.20","Materials for graphic technology",1,"Inks, see 87.080"
887,868,"37.100.99","Other standards related to graphic technology",1,
888,17,"39.020","Precision mechanics",1,"Including microsystems"
889,17,"39.040","Horology",1,
890,17,"39.060","Jewellery",1,"Including precious metals, precious and semi-precious stones 
Industrial diamonds, see 25.100"
893,889,"39.040.01","Horology in general",1,
894,889,"39.040.10","Watches",1,
895,889,"39.040.20","Clocks",1,
896,889,"39.040.99","Other time-measuring instruments",1,
898,18,"43.020","Road vehicles in general",1,"Including testing and recycling of road vehicles 
Transport exhaust emissions, see 13.040.50 
Road transport, see 03.220.20"
899,18,"43.040","Road vehicle systems",1,"Electric road vehicle systems, see 43.120 
Motorcycle and moped systems, see 43.140 
Cycle systems, see 43.150"
900,18,"43.060","Internal combustion engines for road vehicles",1,"Standards for internal combustion engines for general use, see 27.020"
901,18,"43.080","Commercial vehicles",1,"Road vehicle systems, see 43.040 
Tyres for road vehicles, see 83.160.10"
902,18,"43.100","Passenger cars. Caravans and light trailers",1,"Road vehicle systems, see 43.040 
Tyres for road vehicles, see 83.160.10 
Camping equipment, see 97.200.30"
903,18,"43.120","Electric road vehicles",1,"Including their components and systems 
Tyres for road vehicles, see 83.160.10"
904,18,"43.140","Motorcycles and mopeds",1,"Including their components and systems 
Tyres for road vehicles, see 83.160.10"
905,18,"43.150","Cycles",1,"Including their components and systems 
Tyres for road vehicles, see 83.160.10"
906,18,"43.160","Special purpose vehicles",1,"Including waste collection vehicles and components and systems for special purpose vehicles 
Fire-fighting vehicles, see 13.220.10 
Earth-moving machinery, see 53.100 
Mobile cranes, see 53.020.20 
Agricultural tractors and trailed vehicles, see 65.060.10"
907,18,"43.180","Diagnostic, maintenance and test equipment",1,"Including repairing facilities 
Petrol stations, see 75.200"
910,899,"43.040.01","Road vehicle systems in general",1,
911,899,"43.040.10","Electrical and electronic equipment",1,
912,899,"43.040.20","Car informatics. On board computer systems",1,"Including navigation systems, car radio, etc."
913,899,"43.040.30","Lighting, signalling and warning devices",1,
914,899,"43.040.40","Indicating and control devices",1,
915,899,"43.040.50","Braking systems",1,
916,899,"43.040.60","Transmissions, suspensions",1,"Including clutches, gearboxes, power-steering systems, cardan shafts, differentials, wheels, rims, etc. 
Tyres for road vehicles, see 83.160.10"
917,899,"43.040.70","Couplings",1,"Including towing attachments and fifth wheel assemblies"
918,899,"43.040.99","Other road vehicle systems",1,
920,900,"43.060.01","Internal combustion engines for road vehicles in general",1,
921,900,"43.060.10","Engine block and internal components",1,
922,900,"43.060.20","Pressure charging and air/exhaust gas ducting systems",1,
923,900,"43.060.30","Cooling systems. Lubricating systems",1,"Antifreezes, see 71.100.45 
Lubricants, see 75.100"
924,900,"43.060.40","Fuel systems",1,
925,900,"43.060.50","Electrical and electronic equipment. Control systems",1,"Including ignition systems and starter motors"
926,900,"43.060.99","Other components and systems of internal combustion engines",1,
928,901,"43.080.01","Commercial vehicles in general",1,
929,901,"43.080.10","Trucks and trailers",1,"Including tanker trucks and loading compartments 
Industrial trucks, see 53.060"
930,901,"43.080.20","Buses",1,
931,901,"43.080.99","Other commercial vehicles",1,
938,19,"45.020","Railway engineering in general",1,"Railway traffic, see 03.220.30 
Construction of railways, see 93.100"
939,19,"45.040","Materials and components for railway engineering",1,
940,19,"45.060","Railway rolling stock",1,"Including materials, components, electric and electronic equipment for railway rolling stock"
941,19,"45.080","Rails and railway components",1,"Including track components"
942,19,"45.100","Cableway equipment",1,"Including ropeway equipment"
943,19,"45.120","Metro, tram and light rail equipment",1,
947,940,"45.060.01","Railway rolling stock in general",1,
948,940,"45.060.10","Tractive stock",1,"Electric traction equipment, see 29.280"
949,940,"45.060.20","Trailing stock",1,"Including tank wagons"
953,20,"47.020","Shipbuilding and marine structures in general",1,"Including offshore structures, except offshore structures for petroleum and natural gas industries, and seabed mining 
Water transport, see 03.220.40 
Offshore structures for seabed mining, see 73.100.30 
Offshore structures for petroleum and natural gas industries, see 75.180.10"
954,20,"47.040","Seagoing vessels",1,"Including their systems and components"
955,20,"47.060","Inland navigation vessels",1,"Including their systems and components"
956,20,"47.080","Small craft",1,"Including small craft systems and components, and life-saving appliances 
Personal flotation devices (life jackets), see 13.340.70"
958,953,"47.020.01","General standards related to shipbuilding and marine structures",1,
959,953,"47.020.05","Materials and components for shipbuilding",1,
960,953,"47.020.10","Hulls and their structure elements",1,
961,953,"47.020.20","Marine engines and propulsion systems",1,"Standards for internal combustion engines for general use, see 27.020"
962,953,"47.020.30","Piping systems",1,
963,953,"47.020.40","Lifting and cargo handling equipment",1,
964,953,"47.020.50","Deck equipment and installations",1,
965,953,"47.020.60","Electrical equipment of ships and of marine structures",1,
966,953,"47.020.70","Navigation and control equipment",1,
967,953,"47.020.80","Accommodation spaces",1,
968,953,"47.020.85","Cargo spaces",1,"Including tanks and tankers"
969,953,"47.020.90","Marine ventilation, air conditioning and heating systems",1,
970,953,"47.020.99","Other standards related to shipbuilding and marine structures",1,
974,21,"49.020","Aircraft and space vehicles in general",1,"Including aircraft performance, flight dynamics, etc. 
Air transport, see 03.220.50"
975,21,"49.025","Materials for aerospace construction",1,
976,21,"49.030","Fasteners for aerospace construction",1,"Fasteners for general use, see 21.060"
977,21,"49.035","Components for aerospace construction",1,"Including bearings, rod ends and other mechanical components 
Tyres for aircraft, see 83.160.20"
978,21,"49.040","Coatings and related processes used in aerospace industry",1,"Coatings for general use, see 25.220"
979,21,"49.045","Structure and structure elements",1,
980,21,"49.050","Aerospace engines and propulsion systems",1,
981,21,"49.060","Aerospace electric equipment and systems",1,"Including Avionics"
982,21,"49.080","Aerospace fluid systems and components",1,
983,21,"49.090","On-board equipment and instruments",1,"Including navigation instruments and telecommunications equipment"
984,21,"49.095","Passenger and cabin equipment",1,
985,21,"49.100","Ground service and maintenance equipment",1,
986,21,"49.120","Cargo equipment",1,"Air mode containers, pallets and nets, see 55.180.30"
987,21,"49.140","Space systems and operations",1,"Including space data and information transfer systems, and ground support equipment for launch site operations"
990,975,"49.025.01","Materials for aerospace construction in general",1,
991,975,"49.025.05","Ferrous alloys in general",1,
992,975,"49.025.10","Steels",1,
993,975,"49.025.15","Non-ferrous alloys in general",1,
994,975,"49.025.20","Aluminium",1,
995,975,"49.025.30","Titanium",1,
996,975,"49.025.40","Rubber and plastics",1,
997,975,"49.025.50","Adhesives",1,
998,975,"49.025.60","Textiles",1,"Including textile glass and coated fabrics"
999,975,"49.025.99","Other materials",1,
1001,976,"49.030.01","Fasteners in general",1,
1002,976,"49.030.10","Screw threads",1,"Screw threads for general use, see 21.040"
1003,976,"49.030.20","Bolts, screws, studs",1,
1004,976,"49.030.30","Nuts",1,
1005,976,"49.030.40","Pins, nails",1,
1006,976,"49.030.50","Washers and other locking elements",1,
1007,976,"49.030.60","Rivets",1,
1008,976,"49.030.99","Other fasteners",1,
1020,22,"53.020","Lifting equipment",1,"Lifting equipment for shipbuilding, see 47.020.40 
Lifts and escalators, see 91.140.90"
1021,22,"53.040","Continuous handling equipment",1,
1022,22,"53.060","Industrial trucks",1,"Including fork-lift trucks, sliding platforms, etc. 
Trucks and trailers, see 43.080.10"
1023,22,"53.080","Storage equipment",1,"Including loading devices, shelves, etc. 
Storing and warehousing, see 55.220 
Installations for storage of agricultural produce, see 65.040.20 
Shelving for shops, see 97.130.10"
1024,22,"53.100","Earth-moving machinery",1,"Including tractors, excavators, loaders, graders, etc."
1025,22,"53.120","Equipment for manual handling",1,"Including shovels, spades, crowbars, picks, etc."
1027,1020,"53.020.01","Lifting appliances in general",1,"Lifting platforms for disabled people, see 11.180.10"
1028,1020,"53.020.20","Cranes",1,"Including mobile cranes, tower cranes, jib cranes, bridge cranes, etc."
1029,1020,"53.020.30","Accessories for lifting equipment",1,"Including lifting hooks, shackles, link chains, wire ropes, etc. 
Wire ropes and link chains for general use, see 77.140.65"
1030,1020,"53.020.99","Other lifting equipment",1,"Including elevating work platforms"
1032,1021,"53.040.01","Continuous handling equipment in general",1,
1033,1021,"53.040.10","Conveyors",1,
1034,1021,"53.040.20","Components for conveyors",1,"Including conveyor belts, chains, chain wheels, etc."
1035,1021,"53.040.30","Pneumatic transport and its components",1,
1036,1021,"53.040.99","Other continuous handling equipment",1,
1062,24,"59.020","Processes of the textile industry",1,
1063,24,"59.040","Textile auxiliary materials",1,"Including feathers and down 
Surface active agents, see 71.100.40"
1064,24,"59.060","Textile fibres",1,
1065,24,"59.080","Products of the textile industry",1,"Materials for the reinforcement of composites, see 59.100 
Fishing nets, see 65.150 
Upholstery, see 97.140 
Textile floor coverings, see 97.150 
Home textiles and linen, see 97.160"
1066,24,"59.100","Materials for the reinforcement of composites",1,
1067,24,"59.120","Textile machinery",1,
1068,24,"59.140","Leather technology",1,"Including fur and imitation leather 
Footwear, see 61.060 
Sewing machines and machines for footwear production, see 61.080"
1072,1064,"59.060.01","Textile fibres in general",1,"Including mixtures of fibres"
1073,1064,"59.060.10","Natural fibres",1,
1074,1064,"59.060.20","Man-made fibres",1,
1075,1064,"59.060.30","Mineral and metal fibres",1,
1076,1064,"59.060.99","Other textile fibres",1,
1078,1065,"59.080.01","Textiles in general",1,"Including colour fastness of textiles"
1079,1065,"59.080.20","Yarns",1,"Including plied yarns, textured yarns, threads"
1080,1065,"59.080.30","Textile fabrics",1,"Including nonwovens, felts, lace, etc."
1081,1065,"59.080.40","Coated fabrics",1,
1082,1065,"59.080.50","Ropes",1,"Including strings, straps, bands 
Wire ropes for lifting, see 53.020.30 
Steel wire ropes, see 77.140.65"
1083,1065,"59.080.60","Geotextiles",1,"Including geosynthetics"
1084,1065,"59.080.70","Smart textiles",1,
1085,1065,"59.080.99","Other products of the textile industry",1,
1087,1066,"59.100.01","Materials for the reinforcement of composites in general",1,
1088,1066,"59.100.10","Textile glass materials",1,
1089,1066,"59.100.20","Carbon materials",1,
1090,1066,"59.100.30","Aramide materials",1,
1091,1066,"59.100.99","Other materials for the reinforcement of composites",1,
1093,1067,"59.120.01","Textile machinery in general",1,
1094,1067,"59.120.10","Spinning, twisting and texturing machines",1,"Including machines and equipment for manufacturing man-made filaments and fibres and for preparing fibres for spinning"
1095,1067,"59.120.20","Winding machines and equipment",1,"Including machines and equipment for reeling, balling, warping, sizing, beaming, etc. of yarns"
1096,1067,"59.120.30","Looms. Weaving machines",1,
1097,1067,"59.120.40","Knitting machines",1,"Including household knitting machines"
1098,1067,"59.120.50","Dyeing and finishing equipment",1,"Laundry appliances, see 97.060"
1099,1067,"59.120.99","Other textile machinery",1,
1101,1068,"59.140.01","Leather technology in general",1,
1102,1068,"59.140.10","Processes and auxiliary materials",1,
1103,1068,"59.140.20","Raw skins, hides and pelts",1,
1104,1068,"59.140.30","Leather and furs",1,
1105,1068,"59.140.35","Leather products",1,"Including trunks, suitcases, handbags, purses, wallets, dog-collars, etc. made of materials other than leather 
Products of the clothing industry, see 61"
1106,1068,"59.140.40","Machines and equipment for leather and fur production",1,
1107,1068,"59.140.99","Other standards related to leather technology",1,
1108,25,"61.020","Clothes",1,"Including underwear, nightwear, knitwear, military clothing, hosiery, etc. and their labelling and size coding schemes 
Medical garments, see 11.140 
Protective clothing, see 13.340.10"
1109,25,"61.040","Headgear. Clothing accessories. Fastening of clothing",1,"Including ties, gloves, scarves, handkerchiefs, belts, braces, buttons, zip-fasteners, umbrellas, etc. 
Protective headgear, see 13.340.20 
Protective gloves, see 13.340.40"
1110,25,"61.060","Footwear",1,"Including shoelaces 
Protective footwear, see 13.340.50"
1111,25,"61.080","Sewing machines and other equipment for the clothing industry",1,"Including household sewing machines 
Washing machines, driers, ironing and pressing appliances, see 97.060"
1116,26,"65.020","Farming and forestry",1,"Pedology, soil analysis, see 13.080 
Logging, see 79.020"
1117,26,"65.040","Farm buildings, structures and installations",1,
1118,26,"65.060","Agricultural machines, implements and equipment",1,"Tyres for agricultural machinery, see 83.160.30"
1119,26,"65.080","Fertilizers",1,"Including soil conditioners and culture medium"
1120,26,"65.100","Pesticides and other agrochemicals",1,
1121,26,"65.120","Animal feeding stuffs",1,"Microbiology of animal feeding stuffs, see 07.100.30"
1122,26,"65.140","Beekeeping",1,"Including equipment and installations for beekeeping 
Honey, see 67.180.10"
1123,26,"65.145","Hunting",1,"Including equipment and installations for hunting"
1124,26,"65.150","Fishing and fish breeding",1,"Including hunting of marine mammals and reptiles, collection and breeding of aquatic molluscs and other marine products, equipment and installations for fishing and fish breeding, etc. 
Water for fish breeding, see 13.060.25 
Fish and fishery products, see 67.120.30"
1125,26,"65.160","Tobacco, tobacco products and related equipment",1,
1127,1116,"65.020.01","Farming and forestry in general",1,
1128,1116,"65.020.20","Plant growing",1,"Including horticulture, floriculture, seeds, plant diseases"
1129,1116,"65.020.30","Animal husbandry and breeding",1,"Including sanitary inspection 
Veterinary medicine, see 11.220"
1130,1116,"65.020.40","Landscaping and silviculture",1,
1131,1116,"65.020.99","Other standards related to farming and forestry",1,
1133,1117,"65.040.01","Farm buildings and installations in general",1,
1134,1117,"65.040.10","Livestock buildings, installations and equipment",1,"Including milking machines"
1135,1117,"65.040.20","Buildings and installations for processing and storage of agricultural produce",1,"Including slaughterhouses and related equipment"
1136,1117,"65.040.30","Greenhouses and other installations",1,
1137,1117,"65.040.99","Other standards related to farm buildings and installations",1,
1139,1118,"65.060.01","Agricultural machines and equipment in general",1,
1140,1118,"65.060.10","Agricultural tractors and trailed vehicles",1,
1141,1118,"65.060.20","Soil-working equipment",1,
1142,1118,"65.060.25","Equipment for storage, preparation and distribution of fertilizers",1,
1143,1118,"65.060.30","Sowing and planting equipment",1,
1144,1118,"65.060.35","Irrigation and drainage equipment",1,
1145,1118,"65.060.40","Plant care equipment",1,
1146,1118,"65.060.50","Harvesting equipment",1,
1147,1118,"65.060.60","Viticultural and wine-making equipment",1,
1148,1118,"65.060.70","Horticultural equipment",1,"Including lawnmowers, equipment for olive cultivation and olive production"
1149,1118,"65.060.80","Forestry equipment",1,"Including chain- and brush-saws"
1150,1118,"65.060.99","Other agricultural machines and equipment",1,
1153,1120,"65.100.01","Pesticides and other agrochemicals in general",1,
1154,1120,"65.100.10","Insecticides",1,"Wood-protecting chemicals, see 71.100.50"
1155,1120,"65.100.20","Herbicides",1,
1156,1120,"65.100.30","Fungicides",1,"Wood-protecting chemicals, see 71.100.50"
1157,1120,"65.100.99","Other pesticides and agrochemicals",1,
1163,27,"67.020","Processes in the food industry",1,"Including food hygiene and food safety"
1164,27,"67.040","Food products in general",1,
1165,27,"67.050","General methods of tests and analysis for food products",1,"Sensory analysis, see 67.240 
Food microbiology, see 07.100.30"
1166,27,"67.060","Cereals, pulses and derived products",1,"Including grains, corn, flours, baked products, etc."
1167,27,"67.080","Fruits. Vegetables",1,"Including canned, dried and quick-frozen fruits and vegetables 
Fruit and vegetable juices and nectars, see 67.160.20"
1168,27,"67.100","Milk and milk products",1,
1169,27,"67.120","Meat, meat products and other animal produce",1,"Including frozen products"
1170,27,"67.140","Tea. Coffee. Cocoa",1,
1171,27,"67.160","Beverages",1,
1172,27,"67.180","Sugar. Sugar products. Starch",1,
1173,27,"67.190","Chocolate",1,
1174,27,"67.200","Edible oils and fats. Oilseeds",1,
1175,27,"67.220","Spices and condiments. Food additives",1,
1176,27,"67.230","Prepackaged and prepared foods",1,"Including baby food"
1177,27,"67.240","Sensory analysis",1,
1178,27,"67.250","Materials and articles in contact with foodstuffs",1,"Including catering containers, and materials and articles in contact with drinking water"
1179,27,"67.260","Plants and equipment for the food industry",1,"Refrigerating equipment, see 27.200 
Cold rooms, see 97.130.20"
1185,1167,"67.080.01","Fruits, vegetables and derived products in general",1,
1186,1167,"67.080.10","Fruits and derived products",1,"Including nuts"
1187,1167,"67.080.20","Vegetables and derived products",1,"Including tomato concentrates, ketchup, etc."
1189,1168,"67.100.01","Milk and milk products in general",1,
1190,1168,"67.100.10","Milk and processed milk products",1,"Including dried milk, condensed milk and evaporated milk"
1191,1168,"67.100.20","Butter",1,
1192,1168,"67.100.30","Cheese",1,"Including cottage cheese, whey cheese"
1193,1168,"67.100.40","Ice cream and ice confectionery",1,"Including sorbets"
1194,1168,"67.100.99","Other milk products",1,
1196,1169,"67.120.01","Animal produce in general",1,
1197,1169,"67.120.10","Meat and meat products",1,
1198,1169,"67.120.20","Poultry and eggs",1,
1199,1169,"67.120.30","Fish and fishery products",1,"Including aquatic molluscs and other marine products"
1200,1169,"67.120.99","Other animal produce",1,
1202,1170,"67.140.10","Tea",1,"Including herb teas"
1203,1170,"67.140.20","Coffee and coffee substitutes",1,
1204,1170,"67.140.30","Cocoa",1,
1206,1171,"67.160.01","Beverages in general",1,
1207,1171,"67.160.10","Alcoholic beverages",1,"Including beer, wine, spirits, etc."
1208,1171,"67.160.20","Non-alcoholic beverages",1,"Including juices, nectars, mineral waters, lemonades, root beer, cola drinks, etc. 
Tea, coffee, cocoa, see 67.140"
1210,1172,"67.180.10","Sugar and sugar products",1,"Including molasses, sweets, sugar confectionary, honey, etc."
1211,1172,"67.180.20","Starch and derived products",1,"Including glucose syrups, etc."
1214,1174,"67.200.10","Animal and vegetable fats and oils",1,"Butter, see 67.100.20"
1215,1174,"67.200.20","Oilseeds",1,
1217,1175,"67.220.10","Spices and condiments",1,
1218,1175,"67.220.20","Food additives",1,"Including salt, vinegar, food preservation additives, etc."
1223,28,"71.020","Production in the chemical industry",1,"Including plant layout and services, process design and control, processing operations, security measures, etc."
1224,28,"71.040","Analytical chemistry",1,
1225,28,"71.060","Inorganic chemicals",1,
1226,28,"71.080","Organic chemicals",1,
1227,28,"71.100","Products of the chemical industry",1,"Photographic chemicals, see 37.040.30 
Raw materials for rubber and plastics, see 83.040 
Paints and varnishes, see 87.040 
Inks, see 87.080"
1228,28,"71.120","Equipment for the chemical industry",1,"Transport of dangerous chemicals, see 13.300"
1231,1224,"71.040.01","Analytical chemistry in general",1,
1232,1224,"71.040.10","Chemical laboratories. Laboratory equipment",1,"Including hydrometers, alcoholometers, etc. 
Spectroscopes, see 17.180.30 
Temperature-measuring instruments, see 17.200.20 
Apparatus for measurement of volume, mass, density, viscosity, see 17.060 
Laboratory ware, see 71.040.20"
1233,1224,"71.040.20","Laboratory ware and related apparatus",1,
1234,1224,"71.040.30","Chemical reagents",1,"Including reference materials"
1235,1224,"71.040.40","Chemical analysis",1,"Including analysis of gases and surface chemical analysis"
1236,1224,"71.040.50","Physicochemical methods of analysis",1,"Including spectrophotometric and chromatographic analysis"
1237,1224,"71.040.99","Other standards related to analytical chemistry",1,
1239,1225,"71.060.01","Inorganic chemicals in general",1,
1240,1225,"71.060.10","Chemical elements",1,
1241,1225,"71.060.20","Oxides",1,"Including dioxides, peroxides, etc."
1242,1225,"71.060.30","Acids",1,
1243,1225,"71.060.40","Bases",1,
1244,1225,"71.060.50","Salts",1,
1245,1225,"71.060.99","Other inorganic chemicals",1,
1247,1226,"71.080.01","Organic chemicals in general",1,
1248,1226,"71.080.10","Aliphatic hydrocarbons",1,
1249,1226,"71.080.15","Aromatic hydrocarbons",1,
1250,1226,"71.080.20","Halogenated hydrocarbons",1,
1251,1226,"71.080.30","Organic nitrogen compounds",1,
1252,1226,"71.080.40","Organic acids",1,
1253,1226,"71.080.50","Anhydrides",1,
1254,1226,"71.080.60","Alcohols. Ethers",1,
1255,1226,"71.080.70","Esters",1,
1256,1226,"71.080.80","Aldehydes and ketones",1,
1257,1226,"71.080.90","Phenols",1,
1258,1226,"71.080.99","Other organic chemicals",1,
1260,1227,"71.100.01","Products of the chemical industry in general",1,
1261,1227,"71.100.10","Materials for aluminium production",1,
1262,1227,"71.100.20","Gases for industrial application",1,"Including compressed air and hydrogen 
Hydrogen technologies, see 27.075 
Liquefied petroleum gases, see 75.160.30"
1263,1227,"71.100.30","Explosives. Pyrotechnics and fireworks",1,
1264,1227,"71.100.35","Chemicals for industrial and domestic disinfection purposes",1,"Medical disinfectants and antiseptics, see 11.080.20"
1265,1227,"71.100.40","Surface active agents",1,
1266,1227,"71.100.45","Refrigerants and antifreezes",1,
1267,1227,"71.100.50","Wood-protecting chemicals",1,
1268,1227,"71.100.55","Silicones",1,
1269,1227,"71.100.60","Essential oils",1,
1270,1227,"71.100.70","Cosmetics. Toiletries",1,"Cosmetics microbiology, see 07.100.40"
1271,1227,"71.100.80","Chemicals for purification of water",1,
1272,1227,"71.100.99","Other products of the chemical industry",1,
1274,1228,"71.120.01","Equipment for the chemical industry in general",1,
1275,1228,"71.120.10","Reaction vessels and their components",1,
1276,1228,"71.120.20","Columns",1,
1277,1228,"71.120.30","Heat exchangers",1,
1278,1228,"71.120.99","Other equipment for the chemical industry",1,
1279,29,"73.020","Mining and quarrying",1,"Including exploration, opening-up, development, working of mineral deposits, drilling, construction of mines, mining operations, processing of minerals, etc."
1280,29,"73.040","Coals",1,"Including lignites 
Coal products, see 75.160.10"
1281,29,"73.060","Metalliferous minerals and their concentrates",1,"Uranium-containing minerals, see 27.120.30"
1282,29,"73.080","Non-metalliferous minerals",1,"Including mica, fluorspar, etc. 
Industrial diamonds, see 25.100 
Precious and semi-precious stones, see 39.060"
1283,29,"73.100","Mining equipment",1,"Electrical apparatus for explosive atmospheres, see 29.260.20"
1284,29,"73.120","Equipment for processing of minerals",1,"Including equipment for milling, sizing, separation, flotation, concentration, etc."
1288,1281,"73.060.01","Metalliferous minerals in general",1,
1289,1281,"73.060.10","Iron ores",1,
1290,1281,"73.060.20","Manganese ores",1,
1291,1281,"73.060.30","Chromium ores",1,
1292,1281,"73.060.40","Aluminium ores",1,
1293,1281,"73.060.99","Other metalliferous minerals",1,
1296,1283,"73.100.01","Mining equipment in general",1,
1297,1283,"73.100.10","Tunnelling and tubing equipment",1,
1298,1283,"73.100.20","Ventilation, air-conditioning and illumination equipment",1,
1299,1283,"73.100.30","Equipment for drilling and mine excavation",1,"Including equipment for seabed mining 
Drilling equipment for the petroleum industry, see 75.180.10"
1300,1283,"73.100.40","Haulage and hoisting equipment",1,
1301,1283,"73.100.99","Other mining equipment",1,
1303,30,"75.020","Extraction and processing of petroleum and natural gas",1,
1304,30,"75.040","Crude petroleum",1,
1305,30,"75.060","Natural gas",1,
1306,30,"75.080","Petroleum products in general",1,
1307,30,"75.100","Lubricants, industrial oils and related products",1,"Including mineral oils, fluids for metal working and for temporary protection against corrosion 
Lubrication systems, see 21.260 
Insulating oils, see 29.040.10"
1308,30,"75.120","Hydraulic fluids",1,"Fluid power systems, see 23.100"
1309,30,"75.140","Waxes, bituminous materials and other petroleum products",1,"Asphalts for building, see 91.100.50 
Asphalts for road construction, see 93.080.20"
1310,30,"75.160","Fuels",1,
1311,30,"75.180","Equipment for petroleum and natural gas industries",1,
1312,30,"75.200","Petroleum products and natural gas handling equipment",1,"Including petroleum and natural gas storage devices, distribution systems, pipelines, petrol stations, dispensing devices, etc."
1321,1310,"75.160.01","Fuels in general",1,
