"id","code","name","name_cn","parent_id","enabled","dest"
1554,"91.120.20","Acoustics in building. Sound insulation","建筑物声学、隔音",1505,1,"Acoustic measurements and noise abatement in general, see 17.140.01 
Sound insulating materials, see 91.100.60"
1555,"91.120.25","Seismic and vibration protection","地震和防振",1505,1,"Vibrations and vibration measurements, see 17.160"
1556,"91.120.30","Waterproofing","防水",1505,1,"Sealing materials, see 91.100.50"
1557,"91.120.40","Lightning protection","雷电防护",1505,1,
1558,"91.120.99","Other standards related to protection of and in buildings","有关建筑物防护的其他标准",1505,1,
1560,"91.140.01","Installations in buildings in general","建筑物中的设施综合",1506,1,
1561,"91.140.10","Central heating systems","中央供热系统",1506,1,"Including burners and boilers for central heating systems 
Pipelines and its parts for district heat, see 23.040.07 
Heating appliances, see 97.100"
1562,"91.140.30","Ventilation and air-conditioning systems","通风和空调系统",1506,1,"Including ventilation ducts 
Ventilators and air-conditioners, see 23.120"
1563,"91.140.40","Gas supply systems","供气系统",1506,1,"Including gas meters in buildings"
1564,"91.140.50","Electricity supply systems","供电系统",1506,1,"Including electric energy meters in buildings, emergency electrical supplies, etc."
1565,"91.140.60","Water supply systems","供水系统",1506,1,"Including water meters in buildings 
Pipelines and its parts for external water conveyance systems, see 23.040.03 
External water conveyance systems, see 93.025"
1566,"91.140.65","Water heating equipment","水加热设备",1506,1,
1567,"91.140.70","Sanitary installations","卫生设备",1506,1,"Including bidets, kitchen sinks, baths, waste chutes, etc."
1568,"91.140.80","Drainage systems","下水道系统",1506,1,"Sewage water disposal and treatment, see 13.060.30 
Drainage systems for rainwater, see 91.060.20 
External sewage systems, see 93.030"
1569,"91.140.90","Lifts. Escalators","电梯、自动扶梯",1506,1,
1570,"91.140.99","Other installations in buildings","其他建筑物中的设施",1506,1,
1572,"91.160.01","Lighting in general","照明综合",1507,1,
1573,"91.160.10","Interior lighting","室内照明",1507,1,"Including workplace lighting, emergency and safety lighting"
1574,"91.160.20","Exterior building lighting","室外照明",1507,1,"Including flood lighting 
Street lighting and related equipment, see 93.080.40"
1579,"93.010","Civil engineering in general","土木工程综合",38,1,"Construction drawings, see 01.100.30"
1580,"93.020","Earthworks. Excavations. Foundation construction. Underground works","土方工程、挖掘、地基构造、地下工程",38,1,"Including geotechnics 
Earth-moving machinery, see 53.100"
1581,"93.025","External water conveyance systems","外部输水系统",38,1,"Including buried and above ground installations 
Pipelines and its parts for external water conveyance systems, see 23.040.03 
Internal water supply systems, see 91.140.60"
1582,"93.040","Bridge construction","桥梁建筑",38,1,
1583,"93.060","Tunnel construction","隧道建筑",38,1,
1584,"93.080","Road engineering","道路工程",38,1,
1585,"93.100","Construction of railways","铁路建筑",38,1,"Including the construction of tramways, funicular railways, cableways, rail traffic control equipment and installations, etc. 
Equipment for railway/cableway construction and maintenance, see 45.120 
Rails and railway components, including track, see 45.080"
1586,"93.110","Construction of ropeways","架空索道的建造",38,1,"Ropeway equipment, see 45.100 
Equipment for ropeway construction and maintenance, see 45.120"
1587,"93.120","Construction of airports","飞机场建筑",38,1,"Including air transport control equipment and installations"
1588,"93.140","Construction of waterways, ports and dykes","航道和港口建筑",38,1,"Including river embankments, water transport control equipment and installations, etc."
1589,"93.160","Hydraulic construction","水利建筑",38,1,"Hydraulic energy equipment, see 27.140"
1596,"93.080.01","Road engineering in general","道路工程综合",1584,1,
1597,"93.080.10","Road construction","道路建筑",1584,1,"Including road maintenance equipment and road construction equipment"
1598,"93.080.20","Road construction materials","道路建筑材料",1584,1,"Including asphalts, road pavements, etc."
1599,"93.080.30","Road equipment and installations","道路设备和装置",1584,1,"Including road traffic warning and control systems, devices and installations (speed controls, traffic signal installations, vehicle loop detectors, pavement markers, manholes, etc.)"
1600,"93.080.40","Street lighting and related equipment","街道照明和有关设备",1584,1,
1601,"93.080.99","Other standards related to road engineering","有关道路工程的其他标准",1584,1,
1607,"95.020","Military in general","军事工程、军事物资、武器",39,1,"Including defense procurement, defense standardization, etc. 
Military clothing, see 61.020"
1608,"97.020","Home economics in general","家政",40,1,"Including consumer information 
Ventilators, air-conditioners, see 23.120 
Hand-held electric tools, see 25.140.20 
Washing, cleaning and removal services, see 03.080.30 
Household electronic appliances, see 33.160 
Clocks and watches, see 39.040 
Household sewing machines, see 61.080"
1609,"97.030","Domestic electrical appliances in general","家用电气设备综合",40,1,"Including water-bed heaters and electric blankets"
1610,"97.040","Kitchen equipment","厨房设备",40,1,
1611,"97.060","Laundry appliances","洗衣设备",40,1,"Including washing-machines, dry-cleaners, driers, ironing and pressing appliances, etc."
1612,"97.080","Cleaning appliances","地板处理设备",40,1,"Including vacuum cleaners, floor-cleaning machines, floor polishers, steam cleaners, pressure cleaners, hand operated cleaners, etc."
1613,"97.100","Domestic, commercial and industrial heating appliances","家用、商用和工业用加热器具",40,1,"Including thermal storage room heating appliances 
Burners and boilers, see 27.060 
Central heating systems, see 91.140.10"
1614,"97.120","Automatic controls for household use","家用自动控制装置",40,1,
1615,"97.130","Shop fittings","商店设施",40,1,
1616,"97.140","Furniture","家具",40,1,"Including upholstery, mattresses, office furniture, school furniture, etc."
1617,"97.145","Ladders","梯子",40,1,
1618,"97.150","Floor coverings","铺地非织物",40,1,
1619,"97.160","Home textiles. Linen","家用织物、亚麻织物",40,1,"Including duvets, blankets, bedding 
Electric blankets, see 97.030"
1620,"97.170","Body care equipment","人体保健器具",40,1,"Including hair-driers, razors, shavers, toothbrushes, massage appliances, radiation skin treatment appliances, etc."
1621,"97.180","Miscellaneous domestic and commercial equipment","其他家用和商用设备",40,1,"Including scissors, aquarium equipment, articles for domestic animals, battery chargers, mops, insect electrocutors, lighters, matches, paper clips, pens, pencils, etc."
1622,"97.190","Equipment for children","儿童用器具",40,1,"Including child safety requirements for other household equipment 
Children's furniture, see 97.140 
Playgrounds, see 97.200.40 
Toys, see 97.200.50"
1623,"97.195","Items of art and handicrafts. Cultural property and heritage","艺术和手工艺品",40,1,"Including conservation of collections and equipment and materials for creating items of art and handicrafts"
1624,"97.200","Equipment for entertainment","文娱活动设备",40,1,"Audio and video systems, see 33.160 
Photography, see 37.040 
Cinematography, see 37.060"
1625,"97.220","Sports equipment and facilities","运动设备和设施",40,1,"Leisure and tourism services, see 03.200 
Motorcycles, see 43.140 
Cycles, see 43.150"
1629,"97.040.01","Kitchen equipment in general","厨房设备综合",1610,1,
1630,"97.040.10","Kitchen furniture","厨房家具",1610,1,"Kitchen sinks, see 91.140.70"
1631,"97.040.20","Cooking ranges, working tables, ovens and similar appliances","炉灶、工作台、烤箱和类似器具",1610,1,"Including microwave ovens and stove hoods"
1632,"97.040.30","Domestic refrigerating appliances","家用制冷设备",1610,1,"Refrigerating technology, see 27.200 
Refrigerated display cabinets and cold rooms, see 97.130.20"
1633,"97.040.40","Dishwashers","洗碗机",1610,1,
1634,"97.040.50","Small kitchen appliances","厨房小器具",1610,1,"Including food waste disposal units"
1635,"97.040.60","Cookware, cutlery and flatware","烹调用器皿、刀具和餐具",1610,1,"Including table cutlery and table ware"
1636,"97.040.99","Other kitchen equipment","其他厨房设备",1610,1,
1640,"97.100.01","Heating appliances in general","加热器具综合",1613,1,
1641,"97.100.10","Electric heaters","电加热器",1613,1,
1642,"97.100.20","Gas heaters","气体加热器",1613,1,
1643,"97.100.30","Solid fuel heaters","固体燃料加热器",1613,1,
1644,"97.100.40","Liquid fuel heaters","液体燃料加热器",1613,1,
1645,"97.100.99","Heaters using other sources of energy","使用其他能源的加热器",1613,1,
1648,"97.130.01","Shop fittings in general","商店设施综合",1615,1,
1649,"97.130.10","Shelving","搁板",1615,1,"Shelves for storage purposes, see 53.080"
1650,"97.130.20","Commercial refrigerating appliances","商用制冷设备",1615,1,"Including refrigerated display cabinets, cold rooms, etc."
1651,"97.130.30","Trolleys for supermarket purposes","超级市场用手推车",1615,1,"Including baskets"
1652,"97.130.99","Other shop fittings","其他商店设施",1615,1,
1662,"97.200.01","Equipment for entertainment in general","文娱活动设备综合",1624,1,
1663,"97.200.10","Theatre, stage and studio equipment","剧院、舞台和演播室设备",1624,1,"Including lighting equipment"
1664,"97.200.20","Musical instruments","乐器",1624,1,
1665,"97.200.30","Camping equipment and camp-sites","野营设备和营地",1624,1,"Caravans, see 43.100"
1666,"97.200.40","Playgrounds","游戏场",1624,1,"Including amusement rides and devices"
1667,"97.200.50","Toys","玩具",1624,1,"Including safety of toys"
1668,"97.200.99","Other equipment for entertainment","其他文娱活动设备",1624,1,
1670,"97.220.01","Sports equipment and facilities in general","运动设备和设施综合",1625,1,
1671,"97.220.10","Sports facilities","运动设施",1625,1,"Including swimming-pools, spas, solaria, sports fields, running-tracks, spectator facilities for sports, etc."
1672,"97.220.20","Winter sports equipment","冬季运动设备",1625,1,"Including ice hockey, snowboard, and ski equipment"
1673,"97.220.30","Indoor sports equipment","室内运动设备",1625,1,"Including equipment for gymnastics, volleyball, basketball, handball, home sports trainers, etc."
1674,"97.220.40","Outdoor and water sports equipment","室外和水上运动设备",1625,1,"Including equipment for mountaineering, football, tennis, swimming, diving, etc. 
Personal flotation devices (life jackets), see 13.340.70 
Recreational diving services, see 03.200.99 
Small craft, see 47.080"
1675,"97.220.99","Other sports equipment and facilities","其他运动设备和设施",1625,1,
1676,"95.040","Military engineering","军事工程",39,1,
1677,"95.060","Weapons","武器",39,1,
1678,"93.030","External sewage systems","外部污水排放系统",38,1,"Sewage water disposal and treatment, see 13.060.30 
Pipelines and its parts for external sewage systems, see 23.040.05 
Internal drainage systems, see 91.140.80"
1679,"91.100.23","Ceramic tiles","瓷砖",1504,1,
1680,"91.080.13","Steel structures","钢结构",1502,1,
1681,"91.080.17","Aluminium structures","铝结构",1502,1,
1682,"85.080.01","Paper products in general","纸制品综合",1476,1,
1683,"85.080.10","Office paper","办公用纸",1476,1,
1684,"85.080.20","Tissue paper","绵纸",1476,1,
1685,"85.080.30","Cardboard","硬纸板",1476,1,"Including corrugated fibreboard 
Paper for packaging, see 55.040"
1686,"85.080.99","Other paper products","其他纸制品",1476,1,
1687,"75.160.40","Biofuels ","生物燃料",1310,1,
1688,"55.020","Packaging and distribution of goods in general","货物的包装和调动综合",23,1,
1689,"55.040","Packaging materials and accessories","包装材料和辅助物",23,1,"Including wrappers, paper, films, foils, cords, sealing devices, cushioning, etc. 
Adhesive tapes for general purposes, see 83.180"
1690,"55.060","Spools. Bobbins","卷轴、线轴",23,1,"Including holders, supports, etc. for externally wound or mounted material 
Photographic and cinematographic film rolls, cores, spools, reels, etc., see 37.040.20 
Photographic and cinematographic film rolls, cores, spools, reels, etc., see 37.060.20 
Cones, tubes, beams, etc. for textile materials, see 59.120.20"
1691,"55.080","Sacks. Bags","麻袋、袋子",23,1,"Including sachets, envelopes"
1692,"55.100","Bottles. Pots. Jars","瓶、罐、瓮",23,1,"Small containers for liquids and their closures 
Containers for pharmaceutical preparations, see 11.120.99 
Containers for transfusion use, see 11.040.20"
1693,"55.120","Cans. Tins. Tubes","罐、听、管",23,1,"Light gauge metal and plastics containers"
1694,"55.140","Barrels. Drums. Canisters","粗腰桶、桶、罐",23,1,"Containers mainly for transportation of fluids, including also casks, pails, large tin cans for shipping materials, etc. 
Fluid storage devices, see 23.020"
1695,"55.160","Cases. Boxes. Crates","箱、盒、板条箱",23,1,"Containers for solid goods or objects and bulk materials"
1696,"55.180","Freight distribution of goods","货运调运",23,1,
1697,"55.200","Packaging machinery","包装机械",23,1,"Including labelling, marking, branding, filling, sealing machines, etc."
1698,"55.220","Storing. Warehousing","堆栈、仓储",23,1,"Storage equipment, see 53.080"
1699,"55.230","Distribution and vending machines","发售机和自动售货机",23,1,"Including distribution of tickets, food, beverages, tobacco products, etc."
1700,"55.130","Aerosol containers","雾化剂罐",23,1,
1701,"55.180.10","General purpose containers","通用集装箱",1696,1,
1702,"55.180.20","General purpose pallets","通用托盘",1696,1,
1703,"55.180.30","Air mode containers, pallets and nets","空运集装箱、托盘和网",1696,1,
1704,"55.180.40","Complete, filled transport packages","满装和整装运输包",1696,1,"Including reusable packages and unit loads"
1705,"55.180.99","Other standards related to freight distribution of goods","有关货物调运的其他标准",1696,1,"Including intermediate bulk containers"
1706,"55.180.01","Freight distribution of goods in general","货运调运综合",1696,1,
1707,"43.040.80","Crash protection and restraint systems","碰撞保护与约束系统",899,1,"Including airbags, safety belts, traffic accident issues and safety enhancement matters"
1708,"43.040.65","Glazing and wiper systems","玻璃和雨刮器系统",899,1,"Including cleaning, defrosting and demisting devices, mirrors, etc."
1709,"35.030","IT Security","信息技术安全",15,1,"Including encryption"
1710,"35.210","Cloud computing","云计算",15,1,
1711,"35.240.95","Internet applications","互联网应用",821,1,
1712,"35.240.90","IT applications in education","信息技术在教育中的应用",821,1,"Including e-learning"
1713,"35.240.63","IT applications in trade","信息技术在贸易中的应用",821,1,"Including EDIFACT and e-commerce"
1714,"35.240.67","IT applications in building and construction industry","信息技术在建筑业中的应用",821,1,"Including building information modelling, Home and Building Electronic Systems (HBES)"
1715,"35.240.68","IT applications in agriculture","信息技术在农业中的应用",821,1,
1716,"35.240.69","IT applications in postal services","信息技术在邮政中的应用",821,1,
1717,"35.040.01","Information coding in general","信息编码综合",811,1,
1718,"35.040.10","Coding of character sets","字符集",811,1,
1719,"35.040.30","Coding of graphical and photographical information","图形和摄影信息的编码",811,1,
1720,"35.040.40","Coding of audio, video, multimedia and hypermedia information","音频、视频、多媒体和超媒休信息的编码",811,1,
1721,"35.040.50","Automatic identification and data capture techniques","自动识别与数据采集技术",811,1,"Including RFID, OCR, bar coding, etc."
1722,"35.040.99","Other standards related to information coding","其他有关信息编码的标准",811,1,
1723,"33.040.60","Powerline telecommunications","电力线通信",740,1,"Power transmission and distribution, see 29.240.01"
1724,"33.070","Mobile services","移动服务",14,1,
1725,"33.070.01","Mobile services in general","移动服务综合",1724,1,
1726,"33.070.10","Terrestrial Trunked Radio (TETRA)","陆地集群无线广播",1724,1,
1727,"33.070.20","Paging systems","寻呼系统",1724,1,"Including European Radio Message System (ERMES)"
1728,"33.070.30","Digital Enhanced Cordless Telecommunications (DECT)","数字增强无绳电信系统",1724,1,
1729,"33.070.50","Global System for Mobile Communication (GSM)","全球移动通信系统",1724,1,
1730,"33.070.40","Satellite","卫星",1724,1,"Including Global Positioning System (GPS)"
1731,"33.070.99","Other mobile services","其他移动服务",1724,1,
1732,"29.130","Switchgear and controlgear","开关设备和控制设备",12,1,
1733,"29.130.01","Switchgear and controlgear in general","开关设备和控制设备综合",1732,1,
1734,"29.130.10","High voltage switchgear and controlgear","高压开关设备和控制设备",1732,1,"Including enclosed switchgear and controlgear"
1735,"29.130.99","Other switchgear and controlgear","其他开关设备和控制设备",1732,1,
1736,"29.130.20","Low voltage switchgear and controlgear","低压开关装置和控制设备",1732,1,"Including switchgear and controlgear assemblies"
1737,"27.015","Energy efficiency. Energy conservation in general","能源效率、节能综合",11,1,"Including energy audits 
Energy management systems, see 03.100.70 
Energy efficiency of buildings, see 91.120.10"
1738,"27.190","Biological sources and alternative sources of energy","生物能源和替代能源",11,1,
1739,"27.075","Hydrogen technologies","氢技术",11,1,"Industrial application of gases, see 71.100.20"
1740,"25.030","Additive manufacturing","增材制造",10,1,
1741,"23.040.03","Pipelines and its parts for external water conveyance systems","外部输水系统的管道及其零件",434,1,
1742,"23.040.05","Pipelines and its parts for external sewage systems","外部污水管道及其零件",434,1,
1743,"23.040.07","Pipelines and its parts for district heat","区域供热管道及其零件",434,1,
1744,"23.020.35","Gas cylinders","气瓶",433,1,
1745,"17.040.40","Geometrical Product Specification (GPS)","几何产品规范",321,1,
1746,"13.340.60","Protection against falling and slipping","防坠落滑移",248,1,"Including safety ropes, harnesses and fall arrestors 
Mountaineering equipment, see 97.220.40"
1747,"13.340.70","Lifejackets, buoyancy aids and flotation devices","救生衣、浮力辅助装置和漂浮装置",248,1,
1748,"13.080.05","Examination of soils in general","土壤检验综合",232,1,"Including sampling"
1749,"13.060.50","Examination of water for chemical substances","水中化学物质检验",231,1,
1750,"13.040.35","Cleanrooms and associated controlled environments","洁净室及相关控制环境",230,1,
1751,"13.020.55","Biobased products","生物基产品",228,1,
1752,"11.180.10","Aids and adaptation for moving","运动辅助设备和适应",192,1,"Including wheelchairs, walking sticks and lifting platforms"
1753,"11.180.15","Aids for deaf and hearing impaired people","聋人和聋人辅助设备",192,1,
1754,"11.180.20","Aids for incontinence and ostomy","失禁和造口术辅助设备",192,1,
1755,"11.180.99","Other standards related to aids for disabled and handicapped people","有关残疾和先天缺陷人群辅助设备的标准",192,1,
1756,"11.180.40","Aids for drinking and eating","饮水和饮食辅助设备",192,1,
1757,"11.180.30","Aids for blind or partially sighted people","盲人或部分近视患者辅助设备",192,1,"Including Braille 
Glasses, contact lenses and their cleaning products, see 11.040.70"
1758,"11.180.01","Aids for disabled and handicapped persons in general","残疾人和残疾人辅助设备综合",192,1,
1759,"11.020.01","Quality and environmental management in health care","医疗质量与环境管理",184,1,"Including quality and environmental management in health care technology 
Health care management systems, see 03.100.70 
IT applications in health care technology, see 35.240.80"
1760,"11.020.10","Health care services in general","保健服务综合",184,1,"Including care homes, dementia care, assisted living, aesthetic surgery, chiropractic services, etc."
1761,"11.020.20","Medical science","医学科学",184,1,"Including regenerative medicine, cell therapy, stratified medicine"
1762,"11.020.99","Other standards related to health care in general","有关保健的其他标准综合",184,1,
1763,"11.040.25","Syringes, needles and catheters","注射器、针头和导管",185,1,
1764,"11.060.15","Dental implants","牙种植体",186,1,"Including dentures"
1765,"11.060.25","Dental instruments","牙科器械",186,1,
1768,"11.100.01","Laboratory medicine in general","实验室医学综合",188,1,
1769,"11.100.10","In vitro diagnostic test systems","体外诊断测试系统",188,1,
1770,"11.100.20","Biological evaluation of medical devices","医疗器械的生物学评价",188,1,"Medical microbiology, see 07.100.10"
1771,"11.100.30","Analysis of blood and urine","血和尿分析",188,1,"Including doping control"
1773,"11.100.99","Other standards related to laboratory medicine","有关实验室医学的其他标准",188,1,
1774,"07.120","Nanotechnologies","纳米技术",3,1,
1775,"07.140","Forensic science","法庭科学",3,1,
1776,"07.100.40","Cosmetics microbiology","化妆品微生物学",172,1,
1777,"03.200.01","Leisure and tourism in general","娱乐、旅游综合",128,1,"Including outdoor events management, tourist information offices, tourism services, hotels, etc."
1778,"03.200.10","Adventure tourism","探险旅游",128,1,
1779,"03.200.99","Other standards relating to leisure and tourism","有关娱乐、旅游的其他标准",128,1,"Including recreational diving services"
1780,"03.100.02","Governance and ethics","治理和伦理",123,1,"Including anti-bribery, anti-procurement fraud, corporate social responsibility"
1781,"03.100.70","Management systems","管理系统",123,1,"Including environmental management systems (EMS), road traffic management systems, energy management systems, health care management systems, etc."
